PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH,INSTALL_DATE,INSTALL_YEAR,residuals
GOM00789,A,OFFSHORE PLATFORM,REMOVED,28.4647317319,-90.3106638883,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1299,1,NOT AVAILABLE,"LLOG EXPLORATION OFFSHORE, LLC",THIRD PARTY,NONE,9/9/2003 0:00:00,5/6/2008 0:00:00,N,44,153,0,U,U,N,N,U,U,N,-999,187,G21120,ST,GULF OF MEXICO,5.030437921392435,2003-09-09,2003,-0.31609063657941583
GOM00790,20,OFFSHORE PLATFORM,IN SERVICE,28.9936785425,-91.4540716551,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1300,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,5/25/2003 0:00:00,,N,20,32,0,U,N,N,N,N,U,Y,-999,120,50,EI,GULF OF MEXICO,3.465735902799727,2003-05-25,2003,-0.3323743306090794
GOM00791,1,OFFSHORE PLATFORM,REMOVED,29.438170493,-93.8741829288,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1301,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,6/14/2003 0:00:00,9/3/2013 0:00:00,N,16,33,0,U,N,N,Y,N,U,N,-999,47,G23193,HI,GULF OF MEXICO,3.49650756146648,2003-06-14,2003,-0.21583801455144425
GOM00792,C,OFFSHORE PLATFORM,REMOVED,29.564426741,-88.6404434667,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1302,1,"W & T ENERGY VI, LLC","W & T OFFSHORE, INC.",THIRD PARTY,NONE,9/15/2003 0:00:00,11/8/2011 0:00:00,N,44,75,-999,U,U,U,U,U,U,N,-999,108,G04832,MP,GULF OF MEXICO,4.31748811353631,2003-09-15,2003,0.5002687580420933
GOM00793,D,OFFSHORE PLATFORM,REMOVED,27.9650616564,-94.2226505839,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1303,1,NOT AVAILABLE,"RIDGELAKE ENERGY, INC.",THIRD PARTY,NONE,9/9/2003 0:00:00,6/10/2011 0:00:00,N,116,298,0,U,N,N,Y,Y,U,Y,-999,A 567,G17202,HI,GULF OF MEXICO,5.697093486505405,2003-09-09,2003,0.7375494486192151
GOM00794,C,OFFSHORE PLATFORM,IN SERVICE,29.1391797856,-89.5217770253,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1305,1,"EPL OIL & GAS, INC.; FIELDWOOD ENERGY OFFSHORE LLC; DYNAMIC OFFSHORE RESOURCES NS, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,NONE,1/1/2013 0:00:00,,N,10,33,0,U,U,N,U,U,U,Y,-999,27,G04473,WD,GULF OF MEXICO,3.49650756146648,2013-01-01,2013,-0.7450240583333638
GOM00795,B,OFFSHORE PLATFORM,IN SERVICE,28.5702561442,-90.172978661,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1307,1,"CL&F RESOURCES LP; MCMORAN OIL & GAS LLC; ANKOR E&P HOLDINGS CORP.; GS E&R AMERICA OFFSHORE, LLC; SCL RESOURCES, LLC",ANKOR ENERGY LLC,THIRD PARTY,BOTH,8/7/2003 0:00:00,,Y,35,174,0,G,Y,Y,Y,N,U,Y,6,156,G18043,ST,GULF OF MEXICO,5.159055299214529,2003-08-07,2003,-0.012964917164694612
GOM00796,B,OFFSHORE PLATFORM,REMOVED,28.3477295441,-91.642192328,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1308,1,NOT AVAILABLE,B T OPERATING CO.,THIRD PARTY,NONE,8/9/2003 0:00:00,12/13/2007 0:00:00,N,73,212,0,U,N,N,N,N,U,N,-999,294,G03569,EI,GULF OF MEXICO,5.356586274672012,2003-08-09,2003,0.44708458136638374
GOM00797,104,OFFSHORE PLATFORM,REMOVED,28.7172397663,-91.0487224719,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1309,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,5/20/2003 0:00:00,9/6/2012 0:00:00,N,23,43,0,U,N,N,U,N,U,N,-999,146,G22705,SS,GULF OF MEXICO,3.761200115693562,2003-05-20,2003,-0.640888333289233
GOM00798,1,OFFSHORE PLATFORM,IN SERVICE,29.6068965797,-93.4520543311,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1310,1,NOT AVAILABLE,"VIRGIN OFFSHORE USA, INC.",THIRD PARTY,UNKNOWN,7/5/2003 0:00:00,,N,11,40,-999,U,N,N,N,N,U,Y,-999,78,G19702,WC,GULF OF MEXICO,3.688879454113936,2003-07-05,2003,0.18199680864223033
GOM00799,3,OFFSHORE PLATFORM,IN SERVICE,29.7016887767,-88.7542830772,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1311,1,NOT AVAILABLE,"TENGASCO, INC.",THIRD PARTY,UNKNOWN,7/6/2003 0:00:00,,N,7,45,-999,U,U,Y,U,U,U,N,-999,30,G33130,CA,GULF OF MEXICO,3.80666248977032,2003-07-06,2003,0.3161546364296606
GOM00800,CAIS.#2,OFFSHORE PLATFORM,REMOVED,29.2801971335,-91.7089065066,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1312,1,NOT AVAILABLE,"HELIS OIL & GAS CO., LLC",THIRD PARTY,NONE,7/9/2003 0:00:00,11/28/2009 0:00:00,N,20,20,0,U,N,N,N,N,U,N,-999,44,G19784,EI,GULF OF MEXICO,2.995732273553991,2003-07-09,2003,-0.3880902120563898
GOM00801,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.4015669956,-92.9649239298,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1313,1,NOT AVAILABLE,HUNT OIL CO.,THIRD PARTY,NONE,9/22/2003 0:00:00,9/20/2010 0:00:00,N,23,52,0,U,N,N,N,N,U,Y,-999,63,G22574,EC,GULF OF MEXICO,3.951243718581428,2003-09-22,2003,0.5405015095354075
GOM00802,C,OFFSHORE PLATFORM,REMOVED,28.4337255839,-90.5668877752,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1315,1,NOT AVAILABLE,"EP ENERGY E&P CO., LP",THIRD PARTY,NONE,9/14/2003 0:00:00,9/5/2010 0:00:00,N,52,140,0,G,Y,Y,Y,Y,U,Y,2,212,G14538,ST,GULF OF MEXICO,4.941642422609304,2003-09-14,2003,-0.3228503177214481
GOM00803,G,OFFSHORE PLATFORM,IN SERVICE,29.092898509,-91.7611974023,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1316,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,UNKNOWN,8/25/2003 0:00:00,,N,26,21,0,U,N,N,N,N,U,N,-999,90,229,EI,GULF OF MEXICO,3.044522437723423,2003-08-25,2003,-0.5646693200725745
GOM00804,A,OFFSHORE PLATFORM,IN SERVICE,28.8565204529,-91.025722575,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1318,1,NOT AVAILABLE,TALOS ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,6/23/2004 0:00:00,,Y,22,29,0,G,Y,Y,Y,N,U,Y,8,110,G22700,SS,GULF OF MEXICO,3.367295829986474,2004-06-23,2004,-0.7791554687375855
GOM00805,A,OFFSHORE PLATFORM,IN SERVICE,28.0344505665,-91.0297785008,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1319,1,"BENNU OIL & GAS, LLC","BENNU OIL & GAS, LLC",THIRD PARTY,BOTH,11/8/2003 0:00:00,,Y,78,380,0,G,Y,Y,Y,Y,U,Y,6,358,G19822,SS,GULF OF MEXICO,5.940171252720432,2003-11-08,2003,-0.04618000759333629
GOM00806,A,OFFSHORE PLATFORM,IN SERVICE,27.8083425314,-93.4315759899,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1320,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,UNKNOWN,11/8/2003 0:00:00,,N,130,542,0,U,N,N,N,Y,N,Y,-999,142,G21378,GB,GULF OF MEXICO,6.295266001439646,2003-11-08,2003,0.930240733476527
GOM00807,B,OFFSHORE PLATFORM,REMOVED,28.1812798726,-95.483191065,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1322,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,8/26/2003 0:00:00,8/3/2013 0:00:00,N,38,140,0,U,N,N,N,N,U,Y,-999,A  17,G23166,BA,GULF OF MEXICO,4.941642422609304,2003-08-26,2003,0.09884605870283103
GOM00808,A(TLP MARCO POL,OFFSHORE PLATFORM,IN SERVICE,27.3623987295,-90.1814305597,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1323,1,ANADARKO US OFFSHORE LLC,ANADARKO PETROLEUM CORP.,THIRD PARTY,BOTH,1/24/2004 0:00:00,,Y,144,4300,1,G,Y,Y,Y,Y,N,Y,-999,608,G18402,GC,GULF OF MEXICO,8.366370301681654,2004-01-24,2004,-0.4842527702078048
GOM00809,B,OFFSHORE PLATFORM,REMOVED,29.4595776728,-93.8900899138,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1326,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,NONE,9/24/2003 0:00:00,9/30/2014 0:00:00,N,14,38,0,U,N,N,N,U,U,Y,-999,37,G15769,HI,GULF OF MEXICO,3.637586159726386,2003-09-24,2003,-0.07925457943637637
GOM00810,B,OFFSHORE PLATFORM,REMOVED,29.6459972113,-93.729018991,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1327,1,NOT AVAILABLE,"EP ENERGY E&P CO., LP",THIRD PARTY,NONE,12/10/2003 0:00:00,8/17/2009 0:00:00,N,10,31,-999,U,U,U,U,U,U,N,-999,53,G04379,WC,GULF OF MEXICO,3.433987204485146,2003-12-10,2003,-0.19783020518260086
GOM00811,C,OFFSHORE PLATFORM,IN SERVICE,29.549208874,-88.6374520066,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1328,1,"W & T ENERGY VI, LLC","W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/13/2003 0:00:00,,N,60,83,0,U,N,N,N,N,N,Y,-999,109,G22794,MP,GULF OF MEXICO,4.418840607796598,2003-08-13,2003,0.5685499998209043
GOM00812,1,OFFSHORE PLATFORM,REMOVED,29.7016330593,-88.7460011543,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1331,1,NOT AVAILABLE,"TENGASCO, INC.",THIRD PARTY,NONE,9/1/2003 0:00:00,8/3/2014 0:00:00,N,8,48,-999,U,U,U,U,U,U,N,-999,30,G33130,CA,GULF OF MEXICO,3.871201010907891,2003-09-01,2003,0.3767862111825999
GOM00813,G,OFFSHORE PLATFORM,IN SERVICE,28.9817333558,-90.1895508724,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1332,1,"EPL OIL & GAS, INC.","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/21/2004 0:00:00,,N,9,60,0,U,N,Y,N,N,N,N,-999,26,G01870,ST,GULF OF MEXICO,4.0943445622221,2004-01-21,2004,-0.1460044247272565
GOM00814,A,OFFSHORE PLATFORM,IN SERVICE,28.134582218,-91.7774664957,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1333,1,"FIELDWOOD ENERGY OFFSHORE LLC; W & T ENERGY VI, LLC; ANKOR E&P HOLDINGS CORP.; GS E&R AMERICA OFFSHORE, LLC; SCL RESOURCES, LLC",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,3/14/2004 0:00:00,,N,80,288,0,U,N,Y,N,N,U,Y,-999,355,G19797,EI,GULF OF MEXICO,5.662960480135946,2004-03-14,2004,0.3504114545912058
GOM00815,B,OFFSHORE PLATFORM,REMOVED,28.5392583799,-93.5311448638,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1335,1,NOT AVAILABLE,REMINGTON OIL AND GAS CORP.,THIRD PARTY,NONE,8/23/2003 0:00:00,7/16/2008 0:00:00,N,83,127,-999,U,U,N,Y,U,U,Y,-999,472,G22557,WC,GULF OF MEXICO,4.844187086458591,2003-08-23,2003,0.6257452808777675
GOM00816,2,OFFSHORE PLATFORM,IN SERVICE,29.4827465113,-93.5139273476,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1336,1,NOT AVAILABLE,ENI US OPERATING CO. INC.,THIRD PARTY,UNKNOWN,11/2/2003 0:00:00,,N,19,40,-999,U,N,N,N,N,U,Y,-999,130,G12761,WC,GULF OF MEXICO,3.688879454113936,2003-11-02,2003,0.1341579356055771
GOM00817,17,OFFSHORE PLATFORM,IN SERVICE,29.2429797487,-93.808907712,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1337,1,"FIELDWOOD ENERGY LLC; W & T OFFSHORE, INC.",FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,11/17/2003 0:00:00,,N,29,51,0,U,U,N,U,U,U,Y,-999,129,G01848,HI,GULF OF MEXICO,3.931825632724326,2003-11-17,2003,0.19733618342354475
GOM00818,C,OFFSHORE PLATFORM,REMOVED,28.2393747106,-92.7986516169,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1339,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,10/26/2003 0:00:00,7/1/2013 0:00:00,N,92,208,-999,U,N,N,N,N,U,Y,-999,312,G21077,EC,GULF OF MEXICO,5.337538079701318,2003-10-26,2003,0.6019759962194087
GOM00819,B,OFFSHORE PLATFORM,REMOVED,29.0733188923,-92.5922919731,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1340,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,11/21/2003 0:00:00,3/30/2013 0:00:00,N,34,76,-999,U,N,N,Y,N,U,Y,-999,122,G22620,VR,GULF OF MEXICO,4.330733340286331,2003-11-21,2003,0.7240210196414569
GOM00820,B,OFFSHORE PLATFORM,IN SERVICE,28.8451254301,-90.6940108057,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1342,1,TALOS ENERGY OFFSHORE LLC,TALOS ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,11/10/2003 0:00:00,,Y,13,59,0,G,Y,Y,N,N,Y,Y,8,22,G18054,PL,GULF OF MEXICO,4.07753744390572,2003-11-10,2003,-0.2163243706696738
GOM00821,A,OFFSHORE PLATFORM,IN SERVICE,28.4712044743,-92.1738905297,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1345,1,FIELDWOOD ENERGY OFFSHORE LLC,FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,11/8/2003 0:00:00,,Y,72,177,0,B,Y,Y,Y,Y,U,Y,14,272,G23829,VR,GULF OF MEXICO,5.176149732573829,2003-11-08,2003,0.6894611626913116
GOM00822,A,OFFSHORE PLATFORM,IN SERVICE,29.2671635221,-88.3794041724,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1350,1,"STONE ENERGY OFFSHORE, LLC",STONE ENERGY CORP.,THIRD PARTY,BOTH,6/9/2003 0:00:00,,N,37,285,0,U,N,N,N,N,N,Y,-999,287,G19869,MP,GULF OF MEXICO,5.652489180268651,2003-06-09,2003,1.0025030390665162
GOM00823,A CAISSON #1,OFFSHORE PLATFORM,REMOVED,29.7844965341,-87.8320006772,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1351,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,9/22/2003 0:00:00,9/15/2007 0:00:00,N,28,131,0,U,U,N,U,U,U,Y,-999,213,G21720,VK,GULF OF MEXICO,4.875197323201151,2003-09-22,2003,1.0607167712797452
GOM00824,#2,OFFSHORE PLATFORM,REMOVED,29.7450302114,-88.8023146464,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1352,1,NOT AVAILABLE,"TENGASCO, INC.",THIRD PARTY,NONE,9/11/2003 0:00:00,8/1/2014 0:00:00,N,3,35,-999,U,U,U,U,N,U,N,-999,27,G32266,CA,GULF OF MEXICO,3.555348061489414,2003-09-11,2003,0.16626299823517154
GOM00825,21,OFFSHORE PLATFORM,REMOVED,28.8100724513,-90.6141921363,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1358,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,11/5/2003 0:00:00,7/3/2012 0:00:00,N,21,64,0,U,U,N,U,U,U,N,-999,72,G01244,ST,GULF OF MEXICO,4.158883083359671,2003-11-05,2003,-0.23948603160500959
GOM00826,E,OFFSHORE PLATFORM,IN SERVICE,28.7267827535,-91.0216561958,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1360,1,"HOACTZIN PARTNERS, LP","HOACTZIN PARTNERS, LP",THIRD PARTY,UNKNOWN,10/8/2003 0:00:00,,N,22,61,0,U,N,N,Y,N,U,Y,-999,145,G34831,SS,GULF OF MEXICO,4.110873864173311,2003-10-08,2003,-0.28318750458264486
GOM00827,B,OFFSHORE PLATFORM,REMOVED,26.7419220345,-96.9104770119,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1366,1,NOT AVAILABLE,PRIME OFFSHORE LLC,THIRD PARTY,NONE,10/29/2003 0:00:00,6/6/2009 0:00:00,N,25,159,0,U,U,U,N,N,U,Y,-999,996,G23130,PN,GULF OF MEXICO,5.068904202220232,2003-10-29,2003,-1.672717057593423
GOM00828,#219,OFFSHORE PLATFORM,IN SERVICE,29.4024535796,-91.9894803865,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1371,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,BOTH,12/7/2003 0:00:00,,N,9,11,0,U,N,N,N,N,U,N,-999,223,310,SM,GULF OF MEXICO,2.397895272798371,2003-12-07,2003,-0.8624558123115889
GOM00829,B,OFFSHORE PLATFORM,REMOVED,28.498048443,-93.1942702633,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1373,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NONE,11/6/2003 0:00:00,7/10/2008 0:00:00,N,82,130,-999,U,U,U,Y,Y,U,Y,-999,488,G23774,WC,GULF OF MEXICO,4.867534450455582,2003-11-06,2003,0.5910640932449267
GOM00830,G,OFFSHORE PLATFORM,REMOVED,28.5595798445,-92.4659281317,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1377,1,NOT AVAILABLE,PETSEC ENERGY INC.,THIRD PARTY,NONE,12/10/2003 0:00:00,6/9/2010 0:00:00,N,75,138,-999,D,Y,N,N,Y,U,Y,4,258,G21093,VR,GULF OF MEXICO,4.927253685157205,2003-12-10,2003,0.6532503934026801
GOM00831,5,OFFSHORE PLATFORM,REMOVED,28.7977733555,-90.9313132268,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1378,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,12/11/2003 0:00:00,9/2/2014 0:00:00,N,17,53,0,U,N,N,N,N,U,N,-999,119,40,SS,GULF OF MEXICO,3.970291913552122,2003-12-11,2003,-0.32102594668814755
GOM00832,C,OFFSHORE PLATFORM,REMOVED,27.9527367698,-96.5375227921,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1382,1,NOT AVAILABLE,"EOG RESOURCES, INC.",THIRD PARTY,NONE,12/25/2003 0:00:00,8/25/2012 0:00:00,Y,18,90,0,G,Y,N,Y,Y,U,Y,8,685,G04548,MI,GULF OF MEXICO,4.499809670330265,2003-12-25,2003,-0.8357764412498767
GOM00833,A-RED HAWK SPAR,OFFSHORE PLATFORM,REMOVED,27.1213416139,-91.9585488009,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1384,1,NOT AVAILABLE,ANADARKO PETROLEUM CORP.,THIRD PARTY,NONE,4/2/2004 0:00:00,9/20/2014 0:00:00,N,146,5300,0,U,N,N,N,N,U,N,-999,876,G23338,GB,GULF OF MEXICO,8.575462099540212,2004-04-02,2004,0.619372553128736
GOM00834,A,OFFSHORE PLATFORM,REMOVED,28.7787285308,-93.337690126,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1389,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NONE,11/17/2003 0:00:00,11/20/2009 0:00:00,N,68,91,-999,U,N,N,N,N,U,Y,-999,403,G24740,WC,GULF OF MEXICO,4.51085950651685,2003-11-17,2003,0.5620077472655662
GOM00835,#1,OFFSHORE PLATFORM,REMOVED,29.0255961475,-91.1472840513,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1390,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,NONE,4/12/2004 0:00:00,6/16/2010 0:00:00,N,13,15,0,U,N,N,N,N,U,Y,-999,52,G24916,SS,GULF OF MEXICO,2.70805020110221,2004-04-12,2004,-1.1106407530205478
GOM00836,18,OFFSHORE PLATFORM,IN SERVICE,29.268006665,-93.7773092663,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1391,1,"FIELDWOOD ENERGY LLC; W & T OFFSHORE, INC.","HELIS OIL & GAS CO., LLC",THIRD PARTY,BOTH,11/16/2003 0:00:00,,N,28,50,0,U,N,N,N,N,N,Y,-999,129,G01848,HI,GULF OF MEXICO,3.912023005428146,2003-11-16,2003,0.19747320997608808
GOM00837,B,OFFSHORE PLATFORM,REMOVED,28.4091300053,-91.471704672,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1392,1,"APACHE CORP.; FIELDWOOD ENERGY LLC; RIDGEWOOD ENERGY 1990-II DRILLING AND COMPLETION, LP",ATP OIL & GAS CORP.,THIRD PARTY,NONE,11/1/2003 0:00:00,8/22/2008 0:00:00,N,60,189,0,U,N,N,N,N,U,N,-999,281,G09591,EI,GULF OF MEXICO,5.241747015059643,2003-11-01,2003,0.38832182449070096
GOM00838,MANIFOLD,OFFSHORE PLATFORM,IN SERVICE,28.7954639866,-90.2303619256,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,1393,1,NOT AVAILABLE,"TRUNKLINE GAS CO., LLC",THIRD PARTY,UNKNOWN,1/1/1968 0:00:00,,N,19,100,-999,U,U,U,U,U,U,N,-999,63,NOT AVAILABLE,ST,GULF OF MEXICO,4.605170185988092,1968-01-01,1968,-0.009797915697371096
