PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH,INSTALL_DATE,INSTALL_YEAR,residuals
GOM04585,5,OFFSHORE PLATFORM,REMOVED,28.6073217737,-90.807500566,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22169,1,NOT AVAILABLE,PENNZENERGY CO.,THIRD PARTY,NONE,1/1/1978 0:00:00,2/22/1992 0:00:00,N,29,63,-999,U,N,N,N,N,N,N,-999,186,823,SS,GULF OF MEXICO,4.143134726391533,1978-01-01,1978,-0.5917784872199023
GOM04586,3,OFFSHORE PLATFORM,REMOVED,28.8060207331,-90.9507823553,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22170,1,NOT AVAILABLE,"COMSTOCK OFFSHORE, LLC",THIRD PARTY,NONE,1/1/1978 0:00:00,8/9/2003 0:00:00,N,17,42,0,U,N,N,N,N,U,N,-999,120,38,SS,GULF OF MEXICO,3.737669618283368,1978-01-01,1978,-0.5303775911651005
GOM04587,A,OFFSHORE PLATFORM,REMOVED,28.5553656886,-90.1837445258,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22171,1,NOT AVAILABLE,BP AMERICA PRODUCTION CO.,THIRD PARTY,NONE,1/1/1978 0:00:00,9/5/1993 0:00:00,Y,36,174,0,U,N,N,N,N,N,N,-999,156,G02928,ST,GULF OF MEXICO,5.159055299214529,1978-01-01,1978,-0.04280667726764875
GOM04588,A,OFFSHORE PLATFORM,IN SERVICE,28.6631646506,-89.4082121259,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22172,1,"ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1978 0:00:00,,Y,17,446,0,G,Y,Y,Y,Y,Y,Y,-999,93,G01619,SP,GULF OF MEXICO,6.100318952020064,1978-01-01,1978,0.6454626746830066
GOM04589,B,OFFSHORE PLATFORM,REMOVED,28.050079478,-91.789003473,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22173,1,NOT AVAILABLE,ANADARKO US OFFSHORE LLC,THIRD PARTY,NONE,1/1/1978 0:00:00,8/25/1995 0:00:00,N,95,350,0,U,N,N,N,N,N,N,-999,380,G02327,EI,GULF OF MEXICO,5.857933154483459,1978-01-01,1978,0.3569901833399003
GOM04590,13B,OFFSHORE PLATFORM,IN SERVICE,28.9542309711,-90.9743665349,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22175,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NONE,1/1/1977 0:00:00,,N,6,32,0,U,N,N,N,N,U,N,-999,72,60,SS,GULF OF MEXICO,3.465735902799727,1977-01-01,1977,-0.5225025588169476
GOM04591,8,OFFSHORE PLATFORM,REMOVED,28.9676626835,-90.9722866034,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22176,1,NOT AVAILABLE,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,THIRD PARTY,NONE,1/1/1977 0:00:00,12/31/1984 0:00:00,N,6,20,-999,U,N,N,N,N,U,N,-999,72,60,SS,GULF OF MEXICO,2.995732273553991,1977-01-01,1977,-0.9696826691629705
GOM04592,A,OFFSHORE PLATFORM,REMOVED,28.1441018805,-91.3250652265,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22177,1,NOT AVAILABLE,"DOMINION EXPLORATION & PRODUCTION, INC.",THIRD PARTY,NONE,1/1/1978 0:00:00,7/15/1990 0:00:00,N,75,320,-999,U,N,N,N,N,N,N,-999,320,G02144,SS,GULF OF MEXICO,5.768320995793772,1978-01-01,1978,0.2418029901402292
GOM04593,A-COGNAC,OFFSHORE PLATFORM,IN SERVICE,28.7911950611,-89.0564468225,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22178,1,CHEVRON USA INC.,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,BOTH,1/1/1978 0:00:00,,Y,13,1023,0,G,Y,Y,Y,Y,U,Y,-999,194,G02638,MC,GULF OF MEXICO,6.930494765951626,1978-01-01,1978,1.5540446271388832
GOM04594,1,OFFSHORE PLATFORM,REMOVED,29.138768745,-91.7544168191,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22179,1,NOT AVAILABLE,TEXACO INC.,THIRD PARTY,NONE,1/1/1979 0:00:00,11/12/1989 0:00:00,N,18,22,-999,U,N,N,N,N,N,N,-999,72,G03151,EI,GULF OF MEXICO,3.091042453358316,1979-01-01,1979,-0.45982723549175475
GOM04595,9,OFFSHORE PLATFORM,REMOVED,29.4276213157,-92.3621969912,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22180,1,NOT AVAILABLE,FOREST OIL CORP.,THIRD PARTY,NONE,1/1/1978 0:00:00,7/18/1995 0:00:00,N,7,30,-999,U,N,N,N,N,U,Y,-999,35,549,VR,GULF OF MEXICO,3.401197381662155,1978-01-01,1978,0.12446238102468232
GOM04596,A,OFFSHORE PLATFORM,IN SERVICE,29.3089679188,-93.2423935812,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22181,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,UNKNOWN,1/1/1978 0:00:00,,N,31,50,0,B,Y,N,N,Y,U,Y,6,198,G03265,WC,GULF OF MEXICO,3.912023005428146,1978-01-01,1978,0.3815316701379383
GOM04597,D,OFFSHORE PLATFORM,IN SERVICE,29.660239814,-93.1023217686,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22182,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,1/1/1979 0:00:00,,N,6,32,0,D,Y,N,N,Y,U,Y,-999,34,G03251,WC,GULF OF MEXICO,3.465735902799727,1979-01-01,1979,0.1083770974969891
GOM04598,A,OFFSHORE PLATFORM,REMOVED,29.2469306442,-92.5247539604,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22183,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,1/1/1977 0:00:00,7/26/2009 0:00:00,N,23,41,0,U,N,N,N,N,U,Y,-999,84,G03124,VR,GULF OF MEXICO,3.713572066704308,1977-01-01,1977,0.2730984606296607
GOM04599,1,OFFSHORE PLATFORM,REMOVED,29.4879370624,-93.193935572,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22184,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/31/1985 0:00:00,N,20,40,-999,U,N,N,N,N,U,N,-999,137,G03761,WC,GULF OF MEXICO,3.688879454113936,1979-01-01,1979,0.25018957844009115
GOM04600,2,OFFSHORE PLATFORM,REMOVED,29.6442975491,-93.1077641407,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22185,1,NOT AVAILABLE,SAMEDAN OIL CORP.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/31/1983 0:00:00,N,8,34,-999,U,N,N,N,N,U,N,-999,67,G03256,WC,GULF OF MEXICO,3.526360524616162,1979-01-01,1979,0.163399049026562
GOM04601,14,OFFSHORE PLATFORM,REMOVED,29.0691451254,-92.1622963342,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22186,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,1/1/1979 0:00:00,2/3/2013 0:00:00,N,32,57,0,U,N,N,N,N,U,Y,-999,131,775,VR,GULF OF MEXICO,4.04305126783455,1979-01-01,1979,0.4337065390964989
GOM04602,AP,OFFSHORE PLATFORM,REMOVED,29.4636469429,-92.4001669505,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22187,1,NOT AVAILABLE,MCMORAN OIL & GAS CO.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/12/1991 0:00:00,N,5,26,-999,U,N,N,N,N,N,N,-999,25,G03390,VR,GULF OF MEXICO,3.258096538021482,1979-01-01,1979,0.0012885065860701594
GOM04603,FP,OFFSHORE PLATFORM,REMOVED,29.4630919516,-92.3998179437,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22187,2,NOT AVAILABLE,MCMORAN OIL & GAS CO.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/12/1991 0:00:00,N,5,26,-999,U,N,N,N,N,N,N,-999,25,G03390,VR,GULF OF MEXICO,3.258096538021482,1979-01-01,1979,0.0009633218818181355
GOM04604,BJ,OFFSHORE PLATFORM,REMOVED,29.456184095,-92.3983209553,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22188,1,NOT AVAILABLE,MCMORAN OIL & GAS CO.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/12/1991 0:00:00,N,5,26,-999,U,N,N,N,N,N,N,-999,25,G03390,VR,GULF OF MEXICO,3.258096538021482,1979-01-01,1979,-0.0035772797183653005
GOM04605,CJ,OFFSHORE PLATFORM,REMOVED,29.4654278648,-92.3972288351,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22189,1,NOT AVAILABLE,MCMORAN OIL & GAS CO.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/12/1991 0:00:00,N,5,26,-999,U,N,N,N,N,N,N,-999,25,G03390,VR,GULF OF MEXICO,3.258096538021482,1979-01-01,1979,0.002990562565037269
GOM04606,12,OFFSHORE PLATFORM,IN SERVICE,29.0676893113,-92.1749726603,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22190,1,NOT AVAILABLE,TALOS ENERGY OFFSHORE LLC,THIRD PARTY,NONE,1/1/1978 0:00:00,,N,32,57,0,U,N,N,N,N,U,Y,-999,131,775,VR,GULF OF MEXICO,4.04305126783455,1978-01-01,1978,0.43247519856421324
GOM04607,D,OFFSHORE PLATFORM,IN SERVICE,29.0674880916,-92.174617371,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22190,2,NOT AVAILABLE,TALOS ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,7/1/1999 0:00:00,,N,32,57,0,U,N,N,N,N,U,Y,-999,131,775,VR,GULF OF MEXICO,4.04305126783455,1999-07-01,1999,0.4322265496035351
GOM04608,17,OFFSHORE PLATFORM,IN SERVICE,28.9309137252,-90.7487878238,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22191,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NATURAL GAS,1/1/1978 0:00:00,,N,8,40,0,U,N,Y,N,N,U,N,-999,11,71,PL,GULF OF MEXICO,3.688879454113936,1978-01-01,1978,-0.4188875213073917
GOM04609,N,OFFSHORE PLATFORM,IN SERVICE,28.9588819834,-90.9663425179,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22192,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NONE,8/22/1978 0:00:00,,N,6,33,0,U,N,Y,N,N,N,N,-999,72,60,SS,GULF OF MEXICO,3.49650756146648,1978-08-22,1978,-0.48611175596433753
GOM04610,11,OFFSHORE PLATFORM,REMOVED,29.0987461503,-91.0499693311,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22193,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,1/1/1979 0:00:00,8/3/2014 0:00:00,N,5,10,0,U,N,N,N,N,U,N,-999,26,G01441,SS,GULF OF MEXICO,2.302585092994046,1979-01-01,1979,-1.4235118154573358
GOM04611,10,OFFSHORE PLATFORM,REMOVED,29.1072717343,-91.0541036192,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22194,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,1/1/1969 0:00:00,8/2/2014 0:00:00,N,4,10,0,U,N,N,N,N,U,N,-999,26,G01441,SS,GULF OF MEXICO,2.302585092994046,1969-01-01,1969,-1.4090782518168128
GOM04612,18,OFFSHORE PLATFORM,REMOVED,28.9307823734,-90.7116520457,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22197,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,1/1/1978 0:00:00,11/15/2001 0:00:00,N,8,40,-999,U,N,N,N,N,U,N,-999,11,71,PL,GULF OF MEXICO,3.688879454113936,1978-01-01,1978,-0.43298930192917773
GOM04613,3,OFFSHORE PLATFORM,REMOVED,28.8145662403,-90.8805745336,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22198,1,NOT AVAILABLE,BOIS D'ARC OFFSHORE LTD.,THIRD PARTY,NONE,1/1/1979 0:00:00,12/2/2004 0:00:00,N,14,50,0,U,N,N,N,N,U,N,-999,118,68,SS,GULF OF MEXICO,3.912023005428146,1979-01-01,1979,-0.36657057525511805
GOM04614,B,OFFSHORE PLATFORM,REMOVED,28.6920913848,-92.4445605449,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22200,1,NOT AVAILABLE,"SAMSON CONTOUR ENERGY E&P, LLC",THIRD PARTY,NONE,1/1/1978 0:00:00,8/18/2010 0:00:00,N,58,120,0,G,Y,N,Y,N,U,Y,4,218,G01142,VR,GULF OF MEXICO,4.787491742782046,1978-01-01,1978,0.7091890281234976
GOM04615,E,OFFSHORE PLATFORM,IN SERVICE,28.4775684332,-91.2970408122,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22201,1,"ENERGY RESOURCE TECHNOLOGY GOM, INC.; W & T ENERGY VI, LLC; NOBLE ENERGY, INC.; OTHER","ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,BOTH,1/1/1978 0:00:00,,N,44,147,0,U,N,Y,N,N,U,Y,-999,224,G01023,SS,GULF OF MEXICO,4.990432586778736,1978-01-01,1978,0.204809799260131
GOM04616,A,OFFSHORE PLATFORM,REMOVED,28.7033210028,-89.3910535815,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22202,1,"FIELDWOOD ENERGY LLC; ENERGY RESOURCE TECHNOLOGY GOM, INC.; THE LOUISIANA LAND AND EXPLORATION CO. LLC",MARATHON OIL CO.,THIRD PARTY,NONE,1/1/1978 0:00:00,6/6/2004 0:00:00,N,14,395,0,U,N,N,N,N,N,N,-999,89,G01618,SP,GULF OF MEXICO,5.978885764901122,1978-01-01,1978,0.617544290529338
GOM04617,A,OFFSHORE PLATFORM,REMOVED,28.6916748965,-89.8077308987,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22205,1,NOT AVAILABLE,"TOTAL E&P USA, INC.",THIRD PARTY,NONE,1/1/1978 0:00:00,4/14/1993 0:00:00,Y,30,328,-999,U,Y,N,Y,Y,U,Y,8,138,G01598,WD,GULF OF MEXICO,5.793013608384144,1978-01-01,1978,0.6878131312386992
GOM04618,B,OFFSHORE PLATFORM,IN SERVICE,28.4751812335,-90.2360178921,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22206,1,NOT AVAILABLE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",THIRD PARTY,UNKNOWN,1/1/1977 0:00:00,,N,40,175,0,U,N,N,N,N,U,Y,-999,185,G01569,ST,GULF OF MEXICO,5.164785973923514,1977-01-01,1977,-0.20349900055062253
GOM04619,A,OFFSHORE PLATFORM,REMOVED,28.7872940835,-93.2398502883,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22207,1,NOT AVAILABLE,REMINGTON OIL AND GAS CORP.,THIRD PARTY,NONE,1/1/1978 0:00:00,6/21/2010 0:00:00,N,68,90,0,U,N,N,Y,Y,U,Y,-999,405,NOT AVAILABLE,WC,GULF OF MEXICO,4.499809670330265,1978-01-01,1978,0.5665419414113018
GOM04620,A,OFFSHORE PLATFORM,REMOVED,29.0177595782,-89.6306333541,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22208,1,NOT AVAILABLE,TANA EXPLORATION CO. LLC,THIRD PARTY,NONE,1/1/1978 0:00:00,9/7/2003 0:00:00,N,14,110,-999,U,Y,N,N,N,U,Y,10,61,G03186,WD,GULF OF MEXICO,4.700480365792417,1978-01-01,1978,0.25346679721137466
GOM04622,A,OFFSHORE PLATFORM,IN SERVICE,29.2666541378,-88.9080026064,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22210,1,"EPL OIL & GAS, INC.; ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,NATURAL GAS,1/1/1977 0:00:00,,Y,8,146,0,G,Y,Y,Y,Y,U,Y,58,73,G02947,MP,GULF OF MEXICO,4.983606621708336,1977-01-01,1977,0.6761017570504784
GOM04623,CF,OFFSHORE PLATFORM,IN SERVICE,29.2670751254,-88.9087986432,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22210,2,"EPL OIL & GAS, INC.; ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,UNKNOWN,1/1/1979 0:00:00,,Y,8,146,0,G,Y,Y,Y,Y,U,Y,58,73,G02947,MP,GULF OF MEXICO,4.983606621708336,1979-01-01,1979,0.6775257950819515
GOM04624,B,OFFSHORE PLATFORM,REMOVED,29.063061327,-88.742866416,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22211,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1977 0:00:00,7/20/1990 0:00:00,N,18,395,-999,U,N,N,N,N,N,N,-999,899,G02444,VK,GULF OF MEXICO,5.978885764901122,1977-01-01,1977,1.0776354643709851
GOM04625,A,OFFSHORE PLATFORM,REMOVED,28.8241499546,-89.4117848528,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22212,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,1/1/1978 0:00:00,9/22/2004 0:00:00,N,6,227,-999,U,N,N,N,N,U,Y,36,78,G02185,SP,GULF OF MEXICO,5.424950017481403,1978-01-01,1978,0.38741624661399054
GOM04626,A,OFFSHORE PLATFORM,REMOVED,28.2707779769,-92.5440390595,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22213,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,1/1/1978 0:00:00,5/25/1998 0:00:00,N,89,213,0,U,N,N,N,N,U,Y,-999,325,G02089,VR,GULF OF MEXICO,5.361292165709425,1978-01-01,1978,0.6162749822636995
GOM04627,A,OFFSHORE PLATFORM,REMOVED,28.3309620345,-92.7833800867,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22214,1,NOT AVAILABLE,MARATHON PETROLEUM CO.,THIRD PARTY,NONE,1/1/1977 0:00:00,12/31/1984 0:00:00,N,90,191,-999,U,N,N,N,N,U,N,-999,294,G02056,EC,GULF OF MEXICO,5.25227342804663,1977-01-01,1977,0.6699409445788493
GOM04628,14,OFFSHORE PLATFORM,REMOVED,29.2535003061,-91.4235168832,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22216,1,NOT AVAILABLE,SAMEDAN OIL CORP.,THIRD PARTY,NONE,1/1/1978 0:00:00,8/2/2003 0:00:00,N,5,10,0,U,N,N,N,N,U,N,-999,38,G02894,EI,GULF OF MEXICO,2.302585092994046,1978-01-01,1978,-1.135763805590945
GOM04629,4,OFFSHORE PLATFORM,REMOVED,29.4339961713,-93.2433870038,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22217,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1979 0:00:00,8/29/1995 0:00:00,N,24,44,0,U,N,N,N,N,N,N,-999,145,G01995,WC,GULF OF MEXICO,3.784189633918261,1979-01-01,1979,0.3096315289836027
GOM04630,A,OFFSHORE PLATFORM,REMOVED,28.4662994923,-93.4623483096,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22218,1,"M21K, LLC; HILLCREST GOM, INC.; DYNAMIC OFFSHORE RESOURCES NS, LLC; OTHER","EP ENERGY MANAGEMENT, LLC",THIRD PARTY,NONE,1/1/1978 0:00:00,10/28/2003 0:00:00,N,89,161,0,U,Y,N,N,Y,U,N,16,498,G03520,WC,GULF OF MEXICO,5.081404364984463,1978-01-01,1978,0.7742670233016167
GOM04631,F,OFFSHORE PLATFORM,REMOVED,29.1950576841,-88.5553033343,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22220,1,NOT AVAILABLE,"NOBLE ENERGY, INC.",THIRD PARTY,NONE,1/1/1978 0:00:00,11/30/2010 0:00:00,Y,30,271,0,U,Y,N,N,N,U,N,-999,306,G01677,MP,GULF OF MEXICO,5.602118820879701,1978-01-01,1978,0.8976898629607657
GOM04632,A,OFFSHORE PLATFORM,IN SERVICE,28.4526563557,-93.1947923735,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22221,1,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,NONE,1/1/1978 0:00:00,,N,84,147,0,D,Y,N,Y,Y,U,Y,18,504,G02006,WC,GULF OF MEXICO,4.990432586778736,1978-01-01,1978,0.6521548568798448
GOM04633,A-AUX,OFFSHORE PLATFORM,IN SERVICE,28.4529442965,-93.1942901064,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22221,2,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,UNKNOWN,5/29/2001 0:00:00,,N,84,147,0,D,Y,N,Y,Y,U,Y,18,504,G02006,WC,GULF OF MEXICO,4.990432586778736,2001-05-29,2001,0.652514629612126
GOM04634,A,OFFSHORE PLATFORM,IN SERVICE,29.1644366477,-88.7461668048,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22223,1,"EPL OIL & GAS, INC.; GOM SHELF LLC",GOM SHELF LLC,THIRD PARTY,BOTH,1/1/1979 0:00:00,,Y,15,250,0,G,Y,Y,Y,Y,U,Y,12,311,G02213,MP,GULF OF MEXICO,5.521460917862246,1979-01-01,1979,0.8726930422956549
GOM04635,A,OFFSHORE PLATFORM,IN SERVICE,28.642887081,-89.7943035787,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,22224,1,APACHE CORP.,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,1/1/1978 0:00:00,,Y,29,428,0,G,Y,Y,Y,Y,U,Y,17,311,G02968,MC,GULF OF MEXICO,6.059123195581797,1978-01-01,1978,0.8231271488980019
